image_name,tags,preds
test_5187.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5188.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture partly_cloudy primary
test_5189.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5190.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5191.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary water
test_5192.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5193.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5194.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5195.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5196.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5197.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5198.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary water
test_5199.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5200.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5201.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5202.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5203.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5204.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5205.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5206.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5207.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5208.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture partly_cloudy primary
test_5209.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5210.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5211.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5212.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary road
test_5213.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5214.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5215.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5216.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5217.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5218.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5219.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5220.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road
test_5221.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5222.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5223.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear
test_5224.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5225.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5226.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5227.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear road
test_5228.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5229.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5230.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5231.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5232.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5233.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5234.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5235.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5236.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5237.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5238.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5239.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5240.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5241.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5242.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5243.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5244.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5245.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5246.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary water
test_5247.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5248.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5249.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear
test_5250.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5251.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5252.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5253.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5254.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5255.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5256.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5257.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5258.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5259.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5260.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5261.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5262.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",haze primary
test_5263.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5264.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5265.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5266.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_5267.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5268.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5269.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5270.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5271.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5272.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road
test_5273.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5274.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5275.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5276.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5277.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5278.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5279.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5280.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5281.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5282.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5283.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5284.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5285.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5286.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5287.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5288.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5289.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5290.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5291.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5292.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5293.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5294.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5295.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5296.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5297.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5298.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5299.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5300.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear
test_5301.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5302.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy
test_5303.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5304.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5305.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5306.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5307.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5308.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5309.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5310.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5311.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5312.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_5313.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5314.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5315.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5316.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5317.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5318.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5319.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5320.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5321.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5322.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5323.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5324.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5325.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5326.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5327.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5328.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_5329.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5330.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5331.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5332.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5333.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5334.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5335.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5336.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5337.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5338.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_5339.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5340.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5341.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5342.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5343.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5344.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear habitation primary road
test_5345.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5346.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5347.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5348.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary
test_5349.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5350.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5351.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5352.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5353.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture partly_cloudy primary
test_5354.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5355.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5356.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5357.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5358.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5359.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5360.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear
test_5361.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear
test_5362.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5363.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5364.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5365.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5366.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5367.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_5368.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5369.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5370.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5371.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5372.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5373.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5374.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5375.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5376.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5377.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary water
test_5378.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5379.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5380.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5381.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5382.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5383.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road
test_5384.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5385.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5386.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5387.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5388.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",haze primary
test_5389.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5390.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5391.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5392.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5393.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5394.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5395.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5396.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5397.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5398.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5399.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5400.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_5401.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5402.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5403.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5404.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5405.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5406.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5407.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road
test_5408.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5409.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5410.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5411.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5412.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_5413.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5414.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5415.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5416.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5417.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_5418.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary water
test_5419.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5420.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5421.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary road
test_5422.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5423.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5424.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5425.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5426.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road
test_5427.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5428.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5429.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5430.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5431.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5432.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5433.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5434.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5435.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5436.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5437.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5438.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5439.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5440.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5441.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5442.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5443.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5444.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary water
test_5445.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5446.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5447.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5448.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5449.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5450.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary water
test_5451.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture primary
test_5452.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5453.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5454.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5455.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5456.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5457.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5458.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear habitation road
test_5459.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5460.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5461.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5462.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5463.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5464.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5465.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5466.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5467.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5468.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5469.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5470.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5471.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary road
test_5472.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5473.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_5474.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5475.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5476.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5477.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5478.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5479.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5480.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5481.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5482.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5483.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5484.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5485.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5486.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5487.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5488.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5489.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5490.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5491.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5492.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5493.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary water
test_5494.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5495.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5496.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5497.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5498.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",haze primary
test_5499.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5500.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5501.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5502.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5503.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5504.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",cloudy
test_5505.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5506.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5507.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5508.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5509.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5510.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5511.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5512.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5513.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5514.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5515.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5516.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5517.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5518.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5519.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5520.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary
test_5521.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",
test_5522.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",agriculture clear primary road
test_5523.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",primary
test_5524.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",partly_cloudy primary
test_5525.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5526.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5527.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
test_5528.jpg,"['primary', 'clear', 'agriculture', 'road', 'water']",clear primary
